shipment_id,pharma_class_id,product_name,weight_kg,origin_id,destination_id,distance_km,primary_transport_mode,transit_duration_hours,num_handovers,max_ambient_temp_c_expected,min_ambient_temp_c_expected,season,geopolitical_risk_score,carrier_reliability_score,packaging_type_used,packaging_autonomy_hours,temperature_excursion
SHP-00174,cool,Hepatitis B Vaccine,25.3,doha_port,antwerp,4930.7,sea,174.7,1,25.8,19.0,Summer,5.15,0.801,active,184.4,0
SHP-00175,frozen,Oncology Prep KX-7,403.5,antwerp,sydney,16725.5,sea,739.9,3,14.8,8.5,Winter,3.31,0.808,active,125.5,1
SHP-00176,frozen,Oncology Prep KX-7,163.7,port_klang,hamburg,9833.1,sea,453.0,2,13.0,4.9,Spring,2.78,0.825,active,195.8,1
SHP-00177,crt,Omeprazole 20mg,158.8,memphis,kaohsiung,12855.0,sea,558.9,2,27.0,16.7,Winter,1.85,0.872,active,226.9,0
SHP-00178,frozen,Zoster Vaccine (Shingrix),28.1,shanghai,busan,818.4,road,17.7,0,14.1,4.5,Winter,5.03,0.848,passive,51.0,1
SHP-00179,cool,Bevacizumab (Avastin),12.8,mumbai,rotterdam,6922.1,sea,344.3,1,22.9,15.2,Summer,3.99,0.728,active,193.3,1
SHP-00180,crt,Aspirin 500mg,42.6,mumbai,rotterdam,6922.1,sea,324.2,3,20.0,13.7,Autumn,5.49,0.768,active,150.0,1
SHP-00181,crt,Atorvastatin 20mg,359.9,doha_port,hamburg,4677.0,sea,231.0,1,8.2,-3.0,Autumn,4.79,0.858,active,234.5,0
SHP-00182,crt,Amoxicillin 500mg,58.9,kaohsiung,tokyo_narita,2429.5,rail,35.5,1,17.2,11.2,Winter,4.89,0.866,passive,64.0,1
SHP-00183,crt,Paracetamol 1g,23.1,kaohsiung,doha_port,6919.7,sea,320.3,3,12.5,0.5,Winter,3.49,0.791,active,181.0,1
SHP-00184,crt,Metformin 850mg,2000.0,hong_kong,rotterdam,9345.9,sea,416.8,2,20.5,13.2,Spring,4.45,0.821,active,228.5,0
SHP-00185,cool,Adalimumab (Humira),88.6,rotterdam,hong_kong,9345.9,sea,430.8,2,28.5,22.2,Winter,3.48,0.938,active,166.3,0
SHP-00186,crt,Metformin 850mg,1203.5,tokyo_narita,brussels,9468.4,sea,422.8,2,20.3,14.1,Spring,1.62,0.877,active,231.0,0
SHP-00187,crt,Metformin 850mg,1294.8,doha_airport,tokyo_narita,8297.7,rail,100.3,2,15.7,6.5,Winter,3.14,0.86,active,169.5,0
SHP-00188,crt,Lisinopril 10mg,2000.0,bangkok,dubai_port,4931.1,rail,61.1,2,18.9,7.6,Autumn,7.49,0.786,active,223.7,0
SHP-00189,crt,Aspirin 500mg,541.2,hong_kong,lyon,9630.2,rail,120.4,2,2.4,-6.4,Winter,4.03,0.852,active,236.4,0
SHP-00190,cool,Bevacizumab (Avastin),43.7,houston,jfk_airport,2289.9,rail,27.7,1,8.5,-1.3,Spring,1.95,0.969,passive,54.2,0
SHP-00191,crt,Atorvastatin 20mg,18.0,los_angeles,dubai_port,13447.2,sea,589.9,2,13.4,1.8,Winter,1.14,0.869,active,148.3,0
SHP-00192,cool,Bevacizumab (Avastin),263.2,kaohsiung,hamburg,9257.5,sea,422.7,2,1.6,-7.1,Winter,3.79,0.894,active,158.5,1
SHP-00193,cool,Hepatitis B Vaccine,255.7,sydney,new_york,15980.9,sea,676.9,2,20.9,13.7,Autumn,0.1,0.903,active,155.0,0
SHP-00194,crt,Omeprazole 20mg,416.5,new_york,sao_paulo_gru,7681.7,rail,102.4,2,35.0,23.2,Summer,6.86,0.668,active,189.8,0
SHP-00195,crt,Ibuprofen 400mg,752.6,busan,los_angeles_lax,9620.7,sea,440.2,1,23.6,12.9,Autumn,4.34,0.754,active,221.3,0
SHP-00196,cool,Trastuzumab (Herceptin),152.7,hamburg,singapore,10153.5,rail,129.3,1,28.2,20.5,Winter,2.51,0.937,active,199.5,0
SHP-00197,crt,Ibuprofen 400mg,416.0,mumbai,hamburg,6554.0,rail,87.2,2,1.0,-9.7,Winter,6.11,0.641,active,178.4,0
SHP-00198,crt,Omeprazole 20mg,234.3,doha_airport,marseille,4664.4,sea,250.4,1,11.7,2.2,Spring,6.48,0.931,active,171.1,0
SHP-00199,frozen,Frozen Biologic RX-8,25.2,jfk_airport,singapore,15349.1,sea,677.9,3,30.2,23.0,Winter,0.62,0.908,active,146.5,1
SHP-00200,crt,Amoxicillin 500mg,1430.2,houston,busan,11442.4,sea,538.9,3,30.3,22.2,Summer,4.12,0.863,active,188.5,0
SHP-00201,crt,Paracetamol 1g,1054.1,rotterdam,le_havre,390.3,road,10.6,0,16.2,4.3,Autumn,0.9,0.829,passive,55.3,0
SHP-00202,cool,Insulin Glargine,99.8,singapore,los_angeles_lax,14121.7,sea,591.1,2,13.8,7.0,Winter,1.11,0.821,active,181.0,0
SHP-00203,crt,Atorvastatin 20mg,583.8,singapore,los_angeles_lax,14121.7,sea,570.9,2,29.1,21.5,Summer,0.12,0.93,active,212.6,0
SHP-00204,crt,Aspirin 500mg,823.3,doha_airport,busan,7340.4,rail,105.4,2,28.5,21.8,Summer,3.83,0.829,active,147.0,0
SHP-00205,crt,Amoxicillin 500mg,128.9,shanghai,sydney,7802.7,sea,370.7,3,15.2,5.9,Winter,4.73,0.682,active,192.6,0
SHP-00206,cool,Adalimumab (Humira),215.9,antwerp,port_klang,10226.4,sea,455.3,1,36.2,25.3,Summer,1.5,0.845,active,124.1,0
SHP-00207,crt,Atorvastatin 20mg,1061.4,le_havre,doha_airport,5153.7,sea,258.6,3,22.3,12.6,Spring,4.95,0.822,active,192.1,0
SHP-00208,cool,Trastuzumab (Herceptin),163.0,sao_paulo_gru,antwerp,9680.1,sea,481.6,1,1.9,-5.2,Winter,5.64,0.734,active,154.4,1
SHP-00209,crt,Omeprazole 20mg,297.6,los_angeles_lax,madrid,9382.0,sea,466.8,1,7.0,0.7,Autumn,3.31,0.842,active,205.6,0
SHP-00210,cool,Influenza Vaccine,49.0,dubai_airport,sydney,12043.9,sea,521.1,1,18.0,6.1,Spring,3.1,0.876,active,198.3,0
SHP-00211,cool,Adalimumab (Humira),33.8,singapore,shanghai,3789.4,sea,163.7,2,14.1,5.2,Winter,3.62,0.73,active,172.5,1
SHP-00212,frozen,Varicella Vaccine,1776.8,rotterdam,singapore,10563.9,sea,478.8,3,32.2,22.3,Spring,0.69,0.855,active,165.1,1
SHP-00213,cool,Trastuzumab (Herceptin),20.2,schiphol,antwerp,113.0,road,10.3,0,22.9,11.3,Summer,0.0,0.99,passive,49.2,0
SHP-00214,crt,Metformin 850mg,196.3,doha_airport,singapore,6195.0,rail,87.6,1,30.8,20.8,Autumn,4.55,0.935,active,175.4,0
SHP-00215,frozen,Frozen Biologic RX-8,70.3,singapore,schiphol,10509.7,sea,510.4,1,22.1,14.6,Autumn,1.25,0.913,active,135.9,1
SHP-00216,crt,Metformin 850mg,395.0,rotterdam,busan,8960.1,sea,385.5,2,13.1,1.4,Winter,3.36,0.88,active,223.0,1
SHP-00217,cool,Trastuzumab (Herceptin),1054.1,hong_kong,tokyo_narita,2943.1,rail,50.6,1,24.9,17.6,Autumn,3.11,0.894,passive,96.2,1
SHP-00218,crt,Lisinopril 10mg,14.0,mumbai,schiphol,6876.6,sea,338.5,2,27.4,15.8,Summer,4.35,0.696,active,146.1,0
SHP-00219,crt,Paracetamol 1g,471.5,busan,antwerp,8995.2,sea,431.3,2,2.1,-6.4,Winter,5.23,0.864,active,234.5,0
SHP-00220,crt,Metformin 850mg,241.9,madrid,shanghai,10343.4,sea,485.0,2,31.3,24.8,Summer,3.7,0.786,active,164.7,0
SHP-00221,crt,Lisinopril 10mg,111.7,hong_kong,tokyo_narita,2943.1,rail,41.0,1,16.7,8.6,Spring,6.17,0.845,passive,69.2,0
SHP-00222,cool,Insulin Glargine,2000.0,marseille,kaohsiung,10161.0,sea,492.6,2,31.4,24.4,Spring,3.06,0.846,active,132.9,0
SHP-00223,crt,Atorvastatin 20mg,927.1,los_angeles,houston,2215.5,sea,163.5,2,28.8,21.5,Autumn,1.15,0.865,active,167.4,0
SHP-00224,crt,Metformin 850mg,139.5,singapore,dubai_port,5854.8,sea,332.3,2,27.6,18.6,Summer,4.3,0.921,active,204.6,0
SHP-00225,cool,Insulin Glargine,187.1,tokyo_narita,doha_port,8314.3,rail,112.8,1,29.9,23.2,Summer,4.62,0.905,active,181.8,1
SHP-00226,cool,Insulin Glargine,332.8,mumbai,kaohsiung,4921.6,sea,226.5,1,35.0,24.0,Summer,8.14,0.738,active,158.8,0
SHP-00227,cool,Insulin Glargine,542.1,tokyo_narita,jfk_airport,10830.3,sea,480.3,1,24.1,18.0,Summer,1.15,0.856,active,123.4,0
SHP-00228,cool,Adalimumab (Humira),22.1,sydney,busan,8015.6,sea,379.8,1,26.1,18.8,Summer,3.93,0.797,active,125.5,0
SHP-00229,crt,Lisinopril 10mg,1725.3,rotterdam,shanghai,9035.1,sea,436.0,1,25.4,19.4,Autumn,5.9,0.813,active,196.6,0
SHP-00230,cool,Adalimumab (Humira),17.9,shanghai,kaohsiung,911.1,road,10.6,1,27.8,17.8,Winter,7.26,0.723,passive,51.8,0
SHP-00231,crt,Metformin 850mg,114.9,los_angeles_lax,jfk_airport,3974.3,rail,68.4,2,14.4,5.9,Autumn,1.29,0.965,active,200.5,0
SHP-00232,frozen,Plasma-Derived Factor VIII,721.8,tokyo_narita,frankfurt_airport,9366.6,rail,111.8,2,5.3,-4.6,Winter,0.87,0.887,active,175.4,0
SHP-00233,cool,Bevacizumab (Avastin),607.3,shanghai,brussels,9097.3,sea,387.6,3,25.4,19.1,Summer,5.92,0.806,active,156.9,1
SHP-00234,crt,Omeprazole 20mg,123.5,cologne_airport,busan,8898.7,sea,423.5,1,27.5,16.8,Spring,3.53,0.792,active,193.4,0
SHP-00235,ultracold,CAR-T Cell Therapy,188.9,schiphol,dubai_airport,5168.4,rail,79.9,2,20.8,14.7,Autumn,7.17,0.811,active,156.5,1
SHP-00236,cool,Trastuzumab (Herceptin),38.0,dubai_port,shanghai,6525.2,sea,305.8,1,18.4,10.5,Spring,5.73,0.782,active,120.4,1
SHP-00237,frozen,Plasma-Derived Factor VIII,127.5,sydney,los_angeles_lax,12061.0,sea,497.9,3,29.2,17.6,Summer,2.19,0.908,active,162.2,0
SHP-00238,frozen,Varicella Vaccine,533.0,busan,doha_port,7355.6,sea,271.9,2,19.4,12.7,Autumn,2.97,0.86,active,124.4,0
SHP-00239,cool,Bevacizumab (Avastin),153.1,brussels,marseille,828.0,road,19.5,0,26.9,16.7,Summer,4.98,0.853,passive,68.1,0
SHP-00240,crt,Lisinopril 10mg,2000.0,kaohsiung,sao_paulo_gru,18660.4,sea,764.0,2,32.1,20.6,Summer,6.81,0.788,active,178.1,0
SHP-00241,crt,Paracetamol 1g,81.1,schiphol,sao_paulo_gru,9775.3,sea,459.0,1,36.0,24.6,Spring,6.94,0.66,active,171.5,0
SHP-00242,cool,Influenza Vaccine,65.4,dubai_airport,mumbai,1940.3,rail,25.2,1,33.2,26.8,Spring,4.77,0.71,passive,49.7,0
SHP-00243,crt,Lisinopril 10mg,102.2,rotterdam,doha_port,4975.6,rail,78.1,1,22.2,10.4,Autumn,0.95,0.827,active,220.6,0
SHP-00244,crt,Lisinopril 10mg,56.1,lyon,doha_airport,4719.4,sea,262.9,3,16.4,9.5,Winter,2.93,0.848,active,173.0,0
SHP-00245,crt,Lisinopril 10mg,35.9,busan,los_angeles_lax,9620.7,sea,406.9,2,28.3,21.8,Summer,0.17,0.84,active,222.9,0
SHP-00246,crt,Omeprazole 20mg,94.7,dubai_port,sydney,12056.0,sea,518.1,1,22.6,11.6,Spring,0.61,0.811,active,191.0,0
SHP-00247,cool,Insulin Glargine,296.8,kaohsiung,bangkok,2288.7,rail,36.3,2,34.6,24.4,Summer,5.15,0.629,passive,69.7,1
SHP-00248,cool,Bevacizumab (Avastin),38.6,tokyo_narita,bangkok,4648.1,rail,54.1,2,26.3,16.3,Winter,5.8,0.771,passive,77.2,0
SHP-00249,crt,Amoxicillin 500mg,1175.7,singapore,sao_paulo_gru,15974.4,sea,720.1,3,32.2,24.0,Winter,4.96,0.74,active,234.1,1
SHP-00250,cool,Insulin Glargine,1265.8,frankfurt_airport,kaohsiung,9532.1,sea,433.9,2,33.0,25.4,Spring,4.31,0.867,active,180.0,0
SHP-00251,cool,Insulin Glargine,343.6,frankfurt_airport,lyon,550.3,road,11.6,0,14.9,4.1,Autumn,3.11,0.93,passive,62.8,0
SHP-00252,crt,Atorvastatin 20mg,153.5,port_klang,busan,4572.9,sea,235.0,3,24.2,14.2,Spring,3.98,0.897,active,155.8,0
SHP-00253,cool,Insulin Glargine,30.6,singapore,jfk_airport,15349.1,sea,624.7,3,3.2,-7.2,Winter,2.87,0.845,active,142.5,0
SHP-00254,crt,Atorvastatin 20mg,156.1,dubai_port,bangkok,4931.1,rail,71.3,1,33.0,21.5,Autumn,7.27,0.728,active,145.8,0
SHP-00255,crt,Omeprazole 20mg,255.1,madrid,singapore,11387.6,sea,473.9,3,33.5,25.9,Summer,4.37,0.899,active,174.5,1
SHP-00256,crt,Lisinopril 10mg,127.0,sao_paulo_gru,shanghai,18628.3,sea,853.9,1,22.7,14.6,Spring,8.92,0.769,active,170.7,0
SHP-00257,crt,Omeprazole 20mg,16.9,schiphol,shanghai,8971.9,sea,422.2,3,25.7,18.3,Autumn,3.47,0.827,active,176.8,0
SHP-00258,crt,Aspirin 500mg,488.3,kaohsiung,los_angeles,11205.0,sea,496.4,2,16.6,8.2,Spring,6.12,0.826,active,210.3,0
SHP-00259,cool,Insulin Glargine,786.1,doha_port,dubai_airport,381.4,road,9.0,0,14.4,7.7,Winter,3.98,0.856,passive,51.3,0
SHP-00260,crt,Omeprazole 20mg,727.0,los_angeles,bangkok,13315.8,sea,583.2,2,33.9,24.0,Spring,6.41,0.749,active,175.4,0
SHP-00261,crt,Atorvastatin 20mg,116.1,los_angeles_lax,hamburg,9090.4,sea,406.6,3,23.4,16.1,Summer,2.72,0.856,active,214.9,0
SHP-00262,frozen,Varicella Vaccine,623.8,new_york,los_angeles,3938.8,sea,217.0,1,31.0,24.8,Summer,1.97,0.855,active,131.5,1
SHP-00263,cool,Insulin Glargine,39.8,busan,schiphol,8897.5,sea,415.6,2,11.7,0.7,Autumn,2.86,0.926,active,148.1,0
SHP-00264,crt,Ibuprofen 400mg,64.2,jfk_airport,cologne_airport,6059.5,sea,275.1,2,6.9,-0.3,Autumn,3.85,0.883,active,201.8,1
SHP-00265,crt,Aspirin 500mg,31.9,marseille,bangkok,9429.8,sea,466.6,1,35.7,27.2,Summer,4.9,0.715,active,234.1,0
SHP-00266,cool,Adalimumab (Humira),314.1,doha_port,rotterdam,4975.6,sea,263.2,1,4.4,-4.8,Winter,2.96,0.762,active,137.4,0
SHP-00267,crt,Lisinopril 10mg,185.8,sao_paulo_gru,marseille,9094.4,sea,414.2,2,5.7,-1.7,Spring,8.63,0.701,active,236.0,0
SHP-00268,crt,Omeprazole 20mg,114.6,shanghai,madrid,10343.4,rail,130.2,2,1.9,-9.5,Winter,1.83,0.793,active,192.0,0
SHP-00269,crt,Paracetamol 1g,1425.1,tokyo_narita,shanghai,1794.1,rail,13.9,1,19.1,8.2,Spring,6.5,0.834,passive,55.8,0
SHP-00270,cool,Insulin Glargine,25.9,doha_port,singapore,6189.6,sea,267.3,3,32.7,20.7,Autumn,3.14,0.841,active,154.5,0
SHP-00271,crt,Omeprazole 20mg,100.5,mumbai,cologne_airport,6697.3,sea,261.9,2,26.3,17.8,Summer,6.08,0.733,active,152.1,0
SHP-00272,crt,Paracetamol 1g,24.9,schiphol,jfk_airport,5847.6,sea,259.0,3,24.6,17.0,Summer,1.05,0.871,active,144.9,1
SHP-00273,cool,Hepatitis B Vaccine,35.1,antwerp,los_angeles_lax,9016.4,sea,406.5,1,21.9,10.1,Spring,0.0,0.907,active,176.8,0
SHP-00274,crt,Atorvastatin 20mg,114.2,shanghai,schiphol,8971.9,rail,115.7,2,11.0,-0.2,Spring,4.08,0.635,active,176.1,0
SHP-00275,cool,Adalimumab (Humira),48.5,lyon,sao_paulo_gru,9272.2,sea,459.3,3,32.5,24.1,Autumn,5.88,0.696,active,186.2,0
SHP-00276,cool,Hepatitis B Vaccine,36.9,schiphol,houston,8067.2,sea,385.3,3,23.3,12.6,Spring,3.01,0.897,active,128.4,0
SHP-00277,cool,Trastuzumab (Herceptin),115.6,hamburg,rotterdam,431.4,road,9.9,1,3.6,-3.4,Spring,3.36,0.895,passive,60.2,0
SHP-00278,crt,Omeprazole 20mg,312.0,mumbai,kaohsiung,4921.6,sea,280.8,2,35.3,24.3,Summer,6.14,0.793,active,145.6,1
SHP-00279,crt,Atorvastatin 20mg,306.6,tokyo_narita,frankfurt_airport,9366.6,sea,429.5,3,17.7,10.0,Autumn,2.53,0.917,active,175.1,0
SHP-00280,cool,Bevacizumab (Avastin),127.0,rotterdam,los_angeles,8961.9,sea,382.8,2,19.6,12.9,Autumn,5.04,0.894,active,184.5,1
SHP-00281,cool,Influenza Vaccine,1242.0,kaohsiung,los_angeles,11205.0,sea,551.3,1,14.9,8.6,Winter,3.78,0.887,active,165.1,0
SHP-00282,crt,Atorvastatin 20mg,743.4,new_york,memphis,1519.3,rail,26.3,2,30.2,18.3,Summer,3.55,0.81,passive,68.1,0
SHP-00283,crt,Lisinopril 10mg,176.8,antwerp,brussels,52.3,road,4.8,1,6.3,-3.3,Spring,3.25,0.858,passive,61.4,0
SHP-00284,crt,Aspirin 500mg,245.0,houston,bangkok,14890.7,sea,567.1,3,28.6,22.5,Autumn,3.36,0.819,active,235.9,0
SHP-00285,cool,Bevacizumab (Avastin),1360.3,new_york,hong_kong,12956.8,sea,553.3,1,30.0,23.2,Spring,3.9,0.856,active,127.0,0
SHP-00286,crt,Aspirin 500mg,43.0,lyon,singapore,10601.8,sea,480.2,2,33.4,23.6,Summer,1.4,0.891,active,210.6,0
SHP-00287,cool,Bevacizumab (Avastin),1285.0,singapore,sydney,6300.8,sea,302.9,1,28.7,18.1,Summer,1.88,0.782,active,183.7,0
SHP-00288,crt,Paracetamol 1g,187.3,lyon,brussels,566.7,road,19.5,0,15.5,3.7,Spring,2.7,0.842,passive,49.2,0
SHP-00289,crt,Paracetamol 1g,912.4,tokyo_narita,kaohsiung,2429.5,rail,29.7,2,27.8,16.4,Winter,4.02,0.904,passive,65.5,0
SHP-00290,crt,Amoxicillin 500mg,265.0,doha_port,dubai_port,350.1,road,10.1,0,28.2,16.4,Summer,4.81,0.881,passive,64.2,0
SHP-00291,frozen,Varicella Vaccine,318.0,schiphol,le_havre,453.3,road,10.8,1,20.1,13.7,Autumn,2.12,0.774,passive,51.9,1
SHP-00292,crt,Paracetamol 1g,63.5,busan,hong_kong,2027.1,sea,128.4,1,31.0,23.8,Autumn,4.62,0.812,active,194.4,0
SHP-00293,crt,Paracetamol 1g,301.5,le_havre,hong_kong,9724.6,sea,416.8,2,33.0,23.7,Spring,5.49,0.853,active,199.4,0
SHP-00294,cool,Adalimumab (Humira),1870.0,dubai_airport,marseille,4965.9,sea,202.0,1,7.7,-1.9,Spring,1.78,0.895,active,186.3,0
SHP-00295,cool,Influenza Vaccine,557.3,sao_paulo_gru,hong_kong,18024.9,sea,745.8,1,28.1,20.1,Winter,8.31,0.621,active,184.1,1
SHP-00296,cool,Trastuzumab (Herceptin),22.0,busan,new_york,11262.3,sea,501.5,2,9.3,3.2,Autumn,2.47,0.878,active,148.1,0
SHP-00297,crt,Ibuprofen 400mg,292.6,le_havre,frankfurt_airport,610.1,road,17.0,1,1.6,-9.4,Winter,1.6,0.812,passive,52.8,0
SHP-00298,cool,Trastuzumab (Herceptin),427.5,mumbai,los_angeles_lax,14011.9,sea,641.7,1,26.8,17.5,Spring,5.35,0.653,active,170.1,1
SHP-00299,cool,Bevacizumab (Avastin),307.8,jfk_airport,los_angeles_lax,3974.3,rail,62.0,1,29.2,21.0,Summer,3.15,0.858,passive,78.8,0
SHP-00300,crt,Omeprazole 20mg,60.5,hong_kong,jfk_airport,12964.5,sea,506.6,3,15.6,3.6,Spring,8.13,0.808,active,154.9,1
SHP-00301,crt,Omeprazole 20mg,858.6,frankfurt_airport,dubai_port,4845.0,sea,230.1,1,16.3,9.3,Winter,1.04,0.876,active,178.4,1
SHP-00302,crt,Metformin 850mg,418.3,rotterdam,shanghai,9035.1,sea,380.5,1,30.4,24.2,Summer,7.75,0.783,active,236.5,0
SHP-00303,crt,Paracetamol 1g,214.4,hamburg,frankfurt_airport,400.1,road,10.5,0,5.2,-2.8,Winter,1.01,0.99,passive,63.1,0
SHP-00304,crt,Ibuprofen 400mg,305.8,sydney,frankfurt_airport,16496.9,sea,709.1,3,6.2,-4.8,Winter,0.0,0.897,active,149.7,0
SHP-00305,cool,Hepatitis B Vaccine,153.4,busan,kaohsiung,1628.3,rail,21.0,2,30.7,22.3,Spring,2.63,0.781,passive,64.1,0
SHP-00306,crt,Aspirin 500mg,170.6,bangkok,frankfurt_airport,8999.4,air,38.4,2,7.2,-1.6,Spring,5.57,0.762,passive,55.9,0
SHP-00307,cool,Hepatitis B Vaccine,148.0,los_angeles,mumbai,14036.6,sea,582.8,1,34.5,26.0,Summer,6.02,0.846,active,143.1,0
SHP-00308,crt,Atorvastatin 20mg,28.4,shanghai,hamburg,8615.4,sea,400.3,1,6.7,-0.1,Spring,7.07,0.818,active,170.5,0
SHP-00309,cool,Influenza Vaccine,438.7,houston,dubai_airport,13146.0,sea,566.7,2,20.0,12.4,Spring,2.08,0.846,active,134.5,1
SHP-00310,cool,Bevacizumab (Avastin),213.2,singapore,mumbai,3896.2,sea,159.8,3,36.4,26.1,Summer,6.62,0.707,active,148.8,1
SHP-00311,cool,Insulin Glargine,111.1,kaohsiung,new_york,12823.9,sea,616.2,2,1.4,-9.5,Winter,2.9,0.824,active,171.1,0
SHP-00312,crt,Omeprazole 20mg,24.8,sao_paulo_gru,rotterdam,9712.4,sea,403.8,3,4.3,-5.4,Winter,6.3,0.623,active,229.1,0
SHP-00313,frozen,Plasma-Derived Factor VIII,686.9,hong_kong,le_havre,9724.6,sea,449.7,2,28.4,19.4,Summer,2.97,0.751,active,171.6,0
SHP-00314,cool,Hepatitis B Vaccine,218.1,jfk_airport,new_york,33.1,road,2.7,1,25.2,15.2,Summer,3.11,0.88,passive,66.9,1
SHP-00315,crt,Metformin 850mg,110.9,schiphol,shanghai,8971.9,sea,397.8,1,31.1,19.9,Summer,4.15,0.801,active,210.3,1
SHP-00316,cool,Hepatitis B Vaccine,622.6,lyon,rotterdam,690.5,road,13.1,0,24.4,17.9,Summer,1.8,0.825,passive,70.6,1
SHP-00317,frozen,Frozen Biologic RX-8,427.1,le_havre,port_klang,10558.5,sea,442.9,3,31.7,24.7,Spring,3.11,0.812,active,158.0,0
SHP-00318,cool,Trastuzumab (Herceptin),545.4,mumbai,singapore,3896.2,sea,192.3,1,33.2,22.4,Autumn,2.6,0.712,active,157.5,1
SHP-00319,crt,Metformin 850mg,893.2,houston,los_angeles,2215.5,sea,159.0,3,28.6,20.5,Summer,1.92,0.916,active,210.7,0
SHP-00320,crt,Atorvastatin 20mg,188.4,marseille,antwerp,879.9,road,14.5,0,0.1,-6.9,Winter,2.16,0.854,passive,50.9,0
SHP-00321,ultracold,mRNA COVID-19 Vaccine,106.7,schiphol,rotterdam,63.2,road,6.0,0,16.6,8.0,Spring,0.57,0.959,passive,43.7,0
SHP-00322,crt,Paracetamol 1g,2000.0,doha_port,bangkok,5280.3,rail,66.5,2,35.9,28.3,Summer,3.8,0.72,active,226.8,0
SHP-00323,frozen,Varicella Vaccine,83.2,jfk_airport,los_angeles,3971.9,rail,56.8,1,13.6,3.3,Winter,0.9,0.85,passive,97.8,1
SHP-00324,crt,Omeprazole 20mg,10.5,sydney,schiphol,16658.3,air,46.8,2,24.2,13.4,Summer,0.82,0.845,passive,64.2,0
SHP-00325,cool,Influenza Vaccine,23.8,kaohsiung,rotterdam,9685.1,sea,450.9,2,21.6,10.9,Summer,3.14,0.886,active,189.0,0
SHP-00326,cool,Hepatitis B Vaccine,406.4,shanghai,jfk_airport,11924.1,sea,512.6,2,22.8,15.4,Summer,3.82,0.691,active,153.4,1
SHP-00327,ultracold,Gene Therapy AAV-9,45.8,new_york,los_angeles,3938.8,sea,235.0,2,15.3,7.5,Winter,0.94,0.831,active,139.7,1
SHP-00328,crt,Amoxicillin 500mg,38.3,antwerp,los_angeles_lax,9016.4,sea,432.4,1,21.9,11.4,Spring,0.56,0.881,active,190.4,0
SHP-00329,cool,Influenza Vaccine,140.8,doha_port,sao_paulo_gru,11847.4,sea,506.6,3,33.3,25.0,Summer,7.4,0.6,active,132.8,1
SHP-00330,cool,Bevacizumab (Avastin),87.3,bangkok,singapore,1422.5,road,21.6,0,34.2,23.5,Summer,3.08,0.729,passive,70.8,0
SHP-00331,frozen,Plasma-Derived Factor VIII,113.2,los_angeles,port_klang,14195.4,sea,616.6,2,31.8,22.8,Winter,2.35,0.937,active,158.3,1
SHP-00332,frozen,Frozen Biologic RX-8,375.0,sao_paulo_gru,houston,7881.0,rail,101.9,2,17.9,6.3,Winter,7.02,0.757,active,175.1,1
SHP-00333,crt,Ibuprofen 400mg,122.5,frankfurt_airport,schiphol,365.7,road,11.0,1,17.9,8.8,Autumn,2.7,0.979,passive,52.6,0
SHP-00334,cool,Insulin Glargine,134.8,antwerp,kaohsiung,9704.3,sea,455.4,2,31.4,23.1,Autumn,4.39,0.813,active,192.9,0
SHP-00335,crt,Aspirin 500mg,99.0,new_york,shanghai,11913.0,sea,528.7,2,27.5,17.2,Summer,4.5,0.702,active,171.1,0
SHP-00336,frozen,Frozen Biologic RX-8,16.4,shanghai,hong_kong,1213.8,road,20.9,0,33.4,27.1,Spring,5.36,0.768,passive,53.4,1
SHP-00337,crt,Aspirin 500mg,111.1,kaohsiung,schiphol,9622.2,sea,422.5,1,14.7,5.4,Autumn,2.6,0.753,active,174.0,0
SHP-00338,cool,Bevacizumab (Avastin),48.7,doha_port,mumbai,2301.2,rail,42.8,2,34.1,27.8,Summer,7.14,0.803,passive,58.8,1
SHP-00339,cool,Influenza Vaccine,53.2,busan,kaohsiung,1628.3,sea,118.6,1,30.6,24.5,Autumn,2.23,0.827,active,162.5,0
SHP-00340,frozen,Zoster Vaccine (Shingrix),34.1,tokyo_narita,port_klang,5418.6,rail,53.0,2,29.6,21.0,Winter,6.13,0.751,passive,105.3,0
SHP-00341,crt,Amoxicillin 500mg,344.7,los_angeles,dubai_airport,13420.9,sea,606.1,2,19.1,11.1,Spring,2.64,0.88,active,230.2,0
SHP-00342,crt,Metformin 850mg,29.4,frankfurt_airport,dubai_port,4845.0,sea,267.8,3,26.1,15.1,Spring,3.28,0.856,active,159.9,0
SHP-00343,crt,Ibuprofen 400mg,215.7,marseille,madrid,784.6,road,20.1,0,8.2,-2.0,Autumn,2.2,0.862,passive,55.4,0
SHP-00344,crt,Amoxicillin 500mg,337.0,rotterdam,los_angeles,8961.9,sea,424.9,1,18.5,9.1,Spring,0.0,0.832,active,180.5,0
SHP-00345,cool,Bevacizumab (Avastin),165.6,port_klang,frankfurt_airport,9948.6,sea,435.2,1,3.6,-5.6,Winter,3.36,0.716,active,135.8,1
SHP-00346,cool,Influenza Vaccine,431.3,singapore,brussels,10561.0,sea,450.6,2,25.6,17.9,Summer,3.29,0.938,active,189.0,0
SHP-00347,frozen,Frozen Biologic RX-8,68.5,antwerp,dubai_port,5166.2,sea,233.9,1,28.9,21.8,Summer,2.99,0.782,active,158.0,0
